src,data_founded,data_founder,data_hq,data_website
imgs/1MzoRlltHLypuR8fd4FDDGaZVdGqNGk9J.png,2015,Kate Carter & Bess Weyandt,"Atlanta, Atlanta, Georgia, US",www.treehousemilk.com
imgs/1xEkQX7kNQW92AiGthxJyExFe8TRf6Bji.png,2007,"Hubertus Bessau, Philipp Kraiss and Max Wittrock","Passau, Passau, Germany",www.uk.mymuesli.com/nilk
imgs/1oDlCqOfkcxUr5QEW634sGfRI6-yYkCyT.png,2018,Kevin Eve & Jacob Conway,"New York City, New York City, US",www.uprootmilk.com
imgs/1x7RIPLT5Q4itnQGKN0W7h4fJGA3KS7GC.png,1940,Lo Kwee-seong,"Hong Kong, Hong Kong",www.vitasoy-na.com
imgs/1v3cOzHjFl5oHzUIZFZvT33arVUDbrE5C.png,2013,Alexandra Levkova,"Moscow, Russia",www.volkomolko.ru
imgs/1Vnft0OCNZWudEr813bzxy0ZwqDqmJ7O1.png,2014,Arisa Kulpiyavaja,"Bangkok, Bangkok, Thailand",www.137degrees.net
imgs/12S6GwNN1zAmSdx2zkz8ylg_0K7upFbU_.png,1946,Karl and Theo Albrecht,"Essen, Essen, Germany",www.aldi.com
imgs/1pkwyU5AJWsHcAnTkEoK_PS5Rfnv397jv.png,1984,Götz Rehn,"Darmstadt, Darmstadt, Germany",www.alnatura.de
imgs/1q-SZRWoknCSOt5ebNZmq5g3ulaLGEdbD.png,1980,Vandemoortele Groep,"Wevelgem, Wevelgem, Belgium",www.alpro.com
imgs/1GFLi_5504YRU-MNBq5tDzFqZpxAQatQf.png,1960,Unilever - Now owned by Upfield,"Rotterdam, Rotterdam, Netherlands",www.becel.com
imgs/14Z0xqxUVjLe2NGJkW-ZHJepXhnk9UkaW.png,1915,Almond Growers Cooperative,"Sacramento, Sacramento, California , US",www.bluediamond.com
imgs/1eUYj7criQXlytFBCjCjKkLgexmGMirxL.png,2010,Greg Steltenpohl,"Los Angeles, Los Angeles, California, US",www.califiafarms.com
imgs/1e1UP1qAsP2Ij8Rotmloc1CXoIeykUYJP.png,1919,Isaac Carasso,"Paris, Paris, France",www.danone.com
imgs/1iW98q4-hj0AhJcW1LtbRZj0HcJsHPPO5.png,1971,Robert Nissenbaum,"Lake Success, Lake Success, New York, US",www.dreamplantbased.com
imgs/1rm4eYD5S7k7Qi0v_dgvsmzlE3SftQd4I.png,2018,Cem Telvi,"Istanbul, Istanbul, Turkey",www.fomilk.com
imgs/11fn-rDHw_UdD95Nkv3DYI4R-XrbFpvRv.png,2018,Jaclyn MacLean,"Ontario, Ontario, Canada",www.gonutsmylk.com
imgs/1jZzCW-slORp9FpUnitItkCsp-aQw1MxI.png,1957,Milk Producers Cooperative,"Bologna, Bologna, Italy",www.granarologroup.com
imgs/1ecniRrwfFIrC_luNKT65o6OfEMnlMkR-.png,1949,Unión de Crédito de Productores de Leche de Torreón,"Durango, Durango, Mexico",www.grupolala.com
imgs/1Da9QrgKBIHwjlO7vkySS0FUHWk5gGLU1.png,2016,Jessica Lim,"Ottowa, Ottawa, Canada",www.hippiemylk.com
imgs/1ip5YHvTLHjJh4c_f-AZulvEiHxf1AK8G.png,1998,"Richard Reed, Adam Balon, Jon Wright","London, London, UK",www.innocentdrinks.com
imgs/1hkQMpFj7ymoFGaYLuX6-tU3Vx6T6Fj40.png,1984,-,"Neckarsulm, Neckarsulm, Germany",www.kaufland.de
imgs/1ba4s4yuvfOdrwueXBSfxERdbpU5mJDwX.png,2010,Family Owned,"Bromsgrove, Bromsgrove, UK",www.kokodairyfree.com
imgs/1_P3aG33oedirrarSzwaVdkfdVY7KVp94.png,2013,The Kroger Co.,"Cincinati, Cincinnati, Ohio, US",www.kroger.com/b/simpletruth
imgs/1D1iNeMuZtzdEYdomJrfLezsLbFKUCDhM.png,1991,-,"Girona, Catalonia, Spain",www.liquats.com/en/gama/monsoy-en
imgs/1OgVGhpR4EYmJnEzQGhg7mH8WirxEXBfY.png,2018,Kristina Ivanova,"Auckland, Auckland, New Zealand",www.milkv2.com
imgs/1CGqYxfg2qXPKyQIHs4c9D5WcUxjUAmoB.png,1988,Poul Agger,"Vejen, Vejen, Denmark",www.naturli-foods.dk
imgs/1SItLvrEFFWk8G8Cf3lNT0vQPoaQY8Ve0.png,1988,George Siemon,"La Farge  Wisconsin, La Farge, Wisconsin, US",www.organicvalley.coop
imgs/1j3vCUUCv_16mIJ0-hIqqEkZK9xQo72Ha.png,2015,Jake Deleon,"Magnolia, Magnolia, New Jersey, US",www.OriginAlmond.com
imgs/1X_zZD0sx9g0Idh8J_g-1ybtvEaDxjZNu.png,1987,Chuck Eggert,"Tualatin  Oregon, Tualatin, Oregon, US",www.pacificfoods.com
imgs/1NEthVX9Va32xjvmexpNzHiJKBVyaT0tz.png,2012,Kara Rosen,"London, London, UK",www.plenishdrinks.com
imgs/1TKdpko42j55ehWfuHHv_rM83MS01TFrp.png,2015,Ted Robb,"San Francisco Bay Area  California, San Francisco Bay Area, California, US",www.thenewbarn.com
imgs/1_PylRTEVhqkvoyJp3Hw3xuuLJzOUqCfD.png,2012,Jenny Eu,"Hayward  California, Hayward, California, US",www.threetrees.com
imgs/1y-R7820XDvCV_lxYyf4tct5ZCm72v_gQ.png,1958,Joe Coulombe,"Monrovia  California, Monrovia, California, US",www.traderjoes.com
imgs/1cq1W12K52CC1-GTv8Jj57T1VH4wJrUiZ.png,1980,"John Mackey, Mark Skiles, Renee Lawson Hardy, Craig Weller","Austin, Austin, Texas, US",www.wholefoodsmarket.com
imgs/1558FSOvLnX8CP6JXJoRd5_v7iBfw4Csg.png,2014,SoyuzPishcheprom group,"Chelyabinsk, Russia",http://sppfood.com/produktsiya/green-milk/
imgs/17kvc1RsxbX8ucnaaopLx2y1UJYBeRtHv.png,2013,Alvyn Severien and Gaëtan Gohin,"Evry, Évry, France",https://algamafoods.com/
imgs/1DDvBVaxWGSgZgkopC55r_eh35WGo895e.png,2016,Pierre Calleja,"Bordeaux, Bordeaux, France",https://www.odontella.com/fr/odontella-accueil/
imgs/1jOJJCkD68NAPExpKvplhVO-XX_-q2Hh4.png,2013,Dr. Jason Pyle and Dr. Stephen Mayfield,"San Diego, San Diego, CA, USA",https://www.tritonai.com/
imgs/1RpqlkVcAWK8rprABpj55WJOGHiuzGFN3.png,2017,Aldo González,"San Luis Potosí, San Luis Potosí, Mexico",http://heartbestfoods.com/
imgs/14VSSqBEm7FUW9IZeNFFrOKDEsxJzNpOF.png,1949,Grupo LALA,"Torreón  Coahuila, Torreón, Coahuila, Mexico",http://www.lala.com.mx/
imgs/16v2mV5cobVF062277GG1KnxWf6dvzIzB.png,1991,Nutriops,"Murcia, Murcia, Spain",www.ecomil.com
imgs/1y-R7820XDvCV_lxYyf4tct5ZCm72v_gQ.png,1967,Joe Coulombe,"Monrovia  California, Monrovia, CA, USA",https://www.traderjoes.com/
imgs/1uKlNwNgFcwBpHquwSt06XGye8UL1inEi.png,2013,Claudette Patron and Michael Baptiste,"Miami  FL, Miami, FL, USA",https://bananawave.love/
imgs/1NdsTpqVKWIzQSXD9g_hHBU095ZIU-bSj.png,2013,Jeff Richards,"Dallas, Dallas, TX, USA",www.mooala.com
imgs/14Z0xqxUVjLe2NGJkW-ZHJepXhnk9UkaW.png,1910,Almond Growers Cooperative,"Sacramento, Sacramento, CA, USA",https://www.bluediamond.com/
imgs/1b60P9hx_Dx_AtukFTsH_jMTQ4dlgBxtb.png,1999,Family Owned,"Rovigo, Badia Polesine, Italy",https://www.isolabio.com/en/
imgs/1elnk_jHze3xflOdWogmjUgAbqDOkZL7g.png,2020,Sarah Pool and Matt Olsofsky,"Portland  OR, Portland, OR, USA",https://www.taketwofoods.com/
imgs/1bD-fCqwEMkHhdArMiygGxAKZfV7PT_RT.png,1994,Margherita and Ernesto Negro,"Vicenza, Vicenza, Italy",https://thebridgebio.com/
imgs/1gxREEEvpqtRA_av10wF0CJzOekYcVUYq.png,1960,Luciano Martini ,"Conselice,  Italy",https://orasivegetale.it/
imgs/1bicIpuWCU7D0PMXDRNzeinK5wqIuoTLE.png,2020,Christian Christensen,"Klippinge, Copenhagen, Denmark",https://dryk.dk/
imgs/1bD-fCqwEMkHhdArMiygGxAKZfV7PT_RT.png,1994,Margherita and Ernesto Negro,"Vicenza, Vicenza, Italy",https://thebridgebio.com/
imgs/1b60P9hx_Dx_AtukFTsH_jMTQ4dlgBxtb.png,1999,Family Owned,"Rovigo, Badia Polesine, Italy",https://www.isolabio.com/en/
imgs/1STIZtAhl3NWiQs_wBh7dsl54s9Luz2qc.png,2017,Andrey Samokhin,,www.ne-moloko.ru
imgs/1558FSOvLnX8CP6JXJoRd5_v7iBfw4Csg.png,2014,SoyuzPishcheprom group,"Chelyabinsk, Russia",http://sppfood.com/produktsiya/torgovaya-marka-dr-naturi/#rastitelnye-napitki
imgs/1pnZSk5yBtPpZFqQuCQ8f5OlBvqbuvP2I.png,2019,"Fengru Lin, Mkulima Britt and Max Rye","Singapore, Singapore, Singapore",https://turtletreelabs.com/
imgs/11zsIr-ebI5muMdb3mivHzQrt4ktfcvQa.png,2020,Michelle Egger and Leila Strickland,"Durham  NC, Durham, NC, USA",https://www.biomilq.com/
imgs/1gxREEEvpqtRA_av10wF0CJzOekYcVUYq.png,1960,Luciano Martini ,"Conselice,  Italy",https://orasivegetale.it/
imgs/16v2mV5cobVF062277GG1KnxWf6dvzIzB.png,1991,Nutriops,"Murcia, Murcia, Spain",www.ecomil.com
imgs/1j3vzbRLTUU17JM9AP-iO3YT2cLXkUo9Y.png,1989,Family Owned,"Paris, Paris, France",https://www.lamandorle.com/en/
imgs/10KQaWkszNzTdFvicWnieAXDqGW-svoWG.png,2019,Rodrigo Carvalho and Felipe Carvalho,"São Paulo, São Paulo, Brazil",http://ataldacastanha.com.br/
imgs/1BogpeEiETOFBbz0LgGOvsPiyCbgmpbyM.png,2014,August Vega,"Houston, Houston, Texas, US",www.malkorganics.com
imgs/1gxREEEvpqtRA_av10wF0CJzOekYcVUYq.png,1960,Luciano Martini ,"Conselice,  Italy",https://orasivegetale.it/
imgs/1iW98q4-hj0AhJcW1LtbRZj0HcJsHPPO5.png,1982,Robert Nissenbaum,"Lake Success  New York, New Hyde Park, NY, USA",http://www.dreamplantbased.com/
imgs/14VSSqBEm7FUW9IZeNFFrOKDEsxJzNpOF.png,1949,Grupo LALA,"Torreón  Coahuila, Torreón, Coahuila, Mexico",http://www.lala.com.mx/
imgs/1QzEOTpVHvBNcgTfh6P9wzhtavYdCInFO.png,2016,Soulfresh,,https://drinkbruce.com/
imgs/1bicIpuWCU7D0PMXDRNzeinK5wqIuoTLE.png,2020,Christian Christensen,"Klippinge, Copenhagen, Denmark",https://dryk.dk/
imgs/1m8W8QgrPPAVr8DcT9xiV0Pemk63mN1fX.png,1995,Maheb Nathoo,"Vancouver, Vancouver, British Columbia, Canada",www.earthsown.com
imgs/16v2mV5cobVF062277GG1KnxWf6dvzIzB.png,1991,Nutriops,"Murcia, Murcia, Spain",www.ecomil.com
imgs/1Gn-MHXkKJQ0J2bGqP-yzT-NMobyhAUuH.png,2017,Henry Schwartz,"Elma, Elma, New York, US",www.elmhurst1925.com
imgs/1aIsZ05kPzKZ1r7KkUvfCGT9eRyHFwemW.png,2018,Brooke Rewa,"Los Angeles, Los Angeles, California, US",www.goodmylk.co
imgs/1SesutDFYfp0b2ZGcVU3V7H1JjzTDIarn.png,2019,Rachel Gutierrez-Aguirre,"New York  NY, New York, NY, USA",https://modestmylk.com/
imgs/1BUWew39Yz0RD4tenP2XxCyvNIIwD7Wkn.png,2004,,"Di An Ward, Binh Duong Province, Vietnam",www.rita.com.vn
imgs/164B4RHA5Cu6-HueNRly1t7LLETSnqr9k.png,2005,Nick Barnard & Camilla Barnard,"London, London, UK",www.rudehealth.com
imgs/1lXa78-rP0C8E4mRbiLkHxIX6xzS5tZwF.png,1978,Steve Demos,"Broomfield, Broomfield, Colorado, US",www.silk.com
imgs/1HE7rlI5NXaVfMtzAqXf-iEtk__db5Xtd.png,1987,Mark Brawerman,"Broomfield, Broomfield, Colorado, US",www.sodeliciousdairyfree.com
imgs/1bD-fCqwEMkHhdArMiygGxAKZfV7PT_RT.png,1994,Margherita and Ernesto Negro,"Vicenza, Vicenza, Italy",https://thebridgebio.com/
imgs/1MzoRlltHLypuR8fd4FDDGaZVdGqNGk9J.png,2015,Kate Carter & Bess Weyandt,"Atlanta, Atlanta, Georgia, US",www.treehousemilk.com
imgs/1x7RIPLT5Q4itnQGKN0W7h4fJGA3KS7GC.png,1940,Lo Kwee-seong,"Hong Kong, Hong Kong, China",www.vitasoy-na.com
imgs/1q-SZRWoknCSOt5ebNZmq5g3ulaLGEdbD.png,1980,Vandemoortele Groep,"Wevelgem, Wevelgem, Belgium",https://www.alpro.com
imgs/1eUYj7criQXlytFBCjCjKkLgexmGMirxL.png,2010,Greg Steltenpohl,"Los Angeles, Los Angeles, California, US",https://www.califiafarms.com/
imgs/12FEtJxIcBWl2IJbsiNvczhSiRdH_Qdza.png,2013,John-Charles Hanley and Stephen Williamson,"Indio  CA, Indio, CA, USA",https://www.foragerproject.com/
imgs/12FEtJxIcBWl2IJbsiNvczhSiRdH_Qdza.png,2013,John-Charles Hanley and Stephen Williamson,"Indio  CA, Indio, CA, USA",https://www.foragerproject.com/
imgs/11fn-rDHw_UdD95Nkv3DYI4R-XrbFpvRv.png,2018,Jaclyn MacLean,"Ontario, Burlington, Ontario, CA",https://www.gonutsmylk.com/
imgs/1D1iNeMuZtzdEYdomJrfLezsLbFKUCDhM.png,1991,-,"Girona, Catalonia, Spain",https://www.liquats.com/en/gama/monsoy-en/
imgs/1tvKEzzjSErlETWI3w3M8BO5IAMf1AiOZ.png,2013,,"San Francisco  CA, San Francisco, CA, USA",https://www.milkmansf.com/
imgs/1OgVGhpR4EYmJnEzQGhg7mH8WirxEXBfY.png,2018,Kristina Ivanova,"Auckland, Auckland, New Zealand",https://www.milkv2.com/
imgs/1W4L5wFMiLiLIeQ6c2z_uiixgFZwYtuW9.png,2017,Megan Wallace,"Vancouver  British Columbia, Vancouver, British Columbia, Canada",https://www.nutmegmylk.com/
imgs/1eJA5IyKQa6blRjSMiLaZqkiF47UEtR9d.png,2019,Vanita Gurnani,"Vancouver  British Columbia, Vancouver, British Columbia, Canada",https://www.plantveda.com/
imgs/1NEthVX9Va32xjvmexpNzHiJKBVyaT0tz.png,2012,Kara Rosen,"London, London, UK",https://www.plenishdrinks.com/
imgs/1y-R7820XDvCV_lxYyf4tct5ZCm72v_gQ.png,1967,Joe Coulombe,"Monrovia  California, Monrovia, CA, USA",https://www.traderjoes.com/
imgs/1cq1W12K52CC1-GTv8Jj57T1VH4wJrUiZ.png,1980,"John Mackey, Mark Skiles, Renee Lawson Hardy, Craig Weller","Austin, Austin, Texas, US",www.wholefoodsmarket.com
imgs/1Gn-MHXkKJQ0J2bGqP-yzT-NMobyhAUuH.png,2017,Henry Schwartz,"Elma, Elma, New York, US",www.elmhurst1925.com
imgs/1245UrVEqL87Pqi0MghltwGBR721PRUy5.png,2013,Dr. Ascher Shmulewitz,"Rishpon, Rishpon, Israel",https://innovopro.com/
imgs/1-9YYn4S-gLFfyqlfKXJ-trdAgtxom68G.png,2015,Marie Amazan,"Vaughan  Ontario, Vaughan, Ontario, Canada",https://yofiit.com/
imgs/1ABqRu9y_WH84ZzVXo8vf006jxjBzIqo2.png, ,,"Oxnard, United States",http://www.enjoyrealcoco.com
imgs/1Yu1bYoRtq8OFp7nDffbf9l_hGTmwb6hV.png,2011,Elena Shifrina,"Moscow, Moscow, Russia",www.bite.ru
imgs/1bL0t16hxMtWBDYxU8JA2_UrrVCnwiKBk.png,2020,,,www.cream-art.ru
imgs/1gxREEEvpqtRA_av10wF0CJzOekYcVUYq.png,1960,Luciano Martini ,"Conselice,  Italy",https://orasivegetale.it/
imgs/14VSSqBEm7FUW9IZeNFFrOKDEsxJzNpOF.png,1949,Grupo LALA,"Torreón  Coahuila, Torreón, Coahuila, Mexico",http://www.lala.com.mx/
imgs/1bcgkCRNz7cNyYQsXwG8Wj7YLNl1qqN4U.png,1998,,"TX Dĩ An, Binh Duong, Vietnam",https://jojonavi.com/
imgs/1SesutDFYfp0b2ZGcVU3V7H1JjzTDIarn.png,2019,Rachel Gutierrez-Aguirre,"New York  NY, New York, NY, USA",https://modestmylk.com/
imgs/1W-V4pWF6pejXgC1AXkRcLmzEXUHQU4gT.png,2014,Ben Arbib,"London, London, UK",https://rebel-kitchen.com/
imgs/1BUWew39Yz0RD4tenP2XxCyvNIIwD7Wkn.png,2004,,"Di An Ward, Binh Duong Province, Vietnam",www.rita.com.vn
imgs/164B4RHA5Cu6-HueNRly1t7LLETSnqr9k.png,2005,Nick Barnard & Camilla Barnard,"London, London, UK",www.rudehealth.com
imgs/1lXa78-rP0C8E4mRbiLkHxIX6xzS5tZwF.png,1978,Steve Demos,"Broomfield, Broomfield, Colorado, US",www.silk.com
imgs/1HE7rlI5NXaVfMtzAqXf-iEtk__db5Xtd.png,1987,Mark Brawerman,"Broomfield, Broomfield, Colorado, US",www.sodeliciousdairyfree.com
imgs/1bD-fCqwEMkHhdArMiygGxAKZfV7PT_RT.png,1994,Margherita and Ernesto Negro,"Vicenza, Vicenza, Italy",https://thebridgebio.com/
imgs/1xEkQX7kNQW92AiGthxJyExFe8TRf6Bji.png,2007,"Hubertus Bessau, Philipp Kraiss and Max Wittrock","Passau, Passau, Germany",https://uk.mymuesli.com/
imgs/1oDlCqOfkcxUr5QEW634sGfRI6-yYkCyT.png,2018,Kevin Eve & Jacob Conway,"New York City, New York City, US",https://uprootmilk.com/
imgs/1x7RIPLT5Q4itnQGKN0W7h4fJGA3KS7GC.png,1940,Lo Kwee-seong,"Hong Kong, Hong Kong, China",www.vitasoy-na.com
imgs/1q-SZRWoknCSOt5ebNZmq5g3ulaLGEdbD.png,1980,Vandemoortele Groep,"Wevelgem, Wevelgem, Belgium",https://www.alpro.com
imgs/1eUYj7criQXlytFBCjCjKkLgexmGMirxL.png,2010,Greg Steltenpohl,"Los Angeles, Los Angeles, California, US",https://www.califiafarms.com/
imgs/1mMWzzIeu4KcQwFkZ3793efqsu9-YVBVw.png,1995,Costco,"Issaquah, Issaquah, WA",https://www.costco.com/kirkland-signature.html
imgs/1e1UP1qAsP2Ij8Rotmloc1CXoIeykUYJP.png,1919,Isaac Carasso,"Paris, Paris, France",https://www.danone.com/
imgs/1rm4eYD5S7k7Qi0v_dgvsmzlE3SftQd4I.png,2018,Cem Telvi,"Istanbul, Istanbul, Turkey",https://www.fomilk.com/en/
imgs/1AXacuXuAz5SWaRTse_1sd612U3-0Osma.png,1957,Bologna Consortium of Milk Producers (CBPL),"Bologna, Bologna, Italy",https://www.granarolo.com/
imgs/1b60P9hx_Dx_AtukFTsH_jMTQ4dlgBxtb.png,1999,Family Owned,"Rovigo, Badia Polesine, Italy",https://www.isolabio.com/en/
imgs/1ba4s4yuvfOdrwueXBSfxERdbpU5mJDwX.png,2010,Family Owned,"Bromsgrove, Bromsgrove, UK",https://www.kokodairyfree.com/
imgs/1tvKEzzjSErlETWI3w3M8BO5IAMf1AiOZ.png,2013,,"San Francisco  CA, San Francisco, CA, USA",https://www.milkmansf.com/
imgs/1bYeVaJuAj70ZI6xvohxS7R1LGpVy9Ca-.png,1988,Poul Agger,"Vejen, Aarhus, Denmark",https://www.naturli-foods.com/
imgs/1X_zZD0sx9g0Idh8J_g-1ybtvEaDxjZNu.png,1987,Chuck Eggert,"Tualatin  Oregon, Tualatin, OR, USA",https://www.pacificfoods.com/
imgs/1NEthVX9Va32xjvmexpNzHiJKBVyaT0tz.png,2012,Kara Rosen,"London, London, UK",https://www.plenishdrinks.com/
imgs/1T4xs78a03fuAnJUipti8EmhN2ToDvI9s.png,1983,,"London, London, UK",https://www.provamel.com/uk
imgs/1_PylRTEVhqkvoyJp3Hw3xuuLJzOUqCfD.png,2013,Jenny Eu,"Hayward  California, Hayward, CA, USA",https://www.threetrees.com/
imgs/1y-R7820XDvCV_lxYyf4tct5ZCm72v_gQ.png,1967,Joe Coulombe,"Monrovia  California, Monrovia, CA, USA",https://www.traderjoes.com/
imgs/1cq1W12K52CC1-GTv8Jj57T1VH4wJrUiZ.png,1980,"John Mackey, Mark Skiles, Renee Lawson Hardy, Craig Weller","Austin, Austin, Texas, US",www.wholefoodsmarket.com
imgs/1558FSOvLnX8CP6JXJoRd5_v7iBfw4Csg.png,2014,SoyuzPishcheprom group,"Chelyabinsk, Russia",http://sppfood.com/produktsiya/green-milk/
imgs/1wnFR4V0TB5S2DfP5vlSGWbkEMrfqVWwy.png,1996,Loren Wallis,"Boulder, USA",https://goodkarmafoods.com/
imgs/1VV9p6artE7wk0ldJJDUqkZJiAbpb3rZy.png,2018,Brittany Fuisz,"Malibu, USA",https://malibumylk.com/
imgs/1Es9GFIL97-XSN5LyRy_ZKOt-aHlEkset.png,1991,Glenn Pizzey and Linda Dunnington Pizzey,"Manitoba , Canada",https://manitobaflax.com/
imgs/1mRkcSqVsZLo3pnYbdqMwubw0lSn94kKB.png,2010,"Tal Ronnen, Monte Casino, and Pat Brown","Hayward, USA",https://www.kite-hill.com/
imgs/19VAcaUJhMuthFkx2TTp1ClcnsmMENzqR.png, ,,"Southern California , USA",https://www.linkedin.com/company/gobeyond-foods/
imgs/1gxREEEvpqtRA_av10wF0CJzOekYcVUYq.png,1960,Luciano Martini ,"Conselice,  Italy",https://orasivegetale.it/
imgs/1szFCryite8H3Ak5yhtqk8Dl0sOqbpeHF.png,2016,Amy Colville,"Portland, Portland, OR, USA",https://amylkshop.com/
imgs/1XSLpgm68Ovhrdo_wKa1FFuw8GL_7QgBX.png,2017,Eleana Casado & Micaël Varnewyck,"Hong Kong, Hong Kong, China",https://cerealthy.com/
imgs/1QzEOTpVHvBNcgTfh6P9wzhtavYdCInFO.png,2016,Soulfresh,,https://drinkbruce.com/
imgs/1Gn-MHXkKJQ0J2bGqP-yzT-NMobyhAUuH.png,2017,Henry Schwartz,"Elma, Elma, New York, US",www.elmhurst1925.com
imgs/1aUOvhdb2RAeYdirfaPIryO-0zi1jktzS.png,1980,Policom SLR,"Calabro, Italy",https://mandorusa.com/organic/
imgs/1Es9GFIL97-XSN5LyRy_ZKOt-aHlEkset.png,1991,Glenn Pizzey and Linda Dunnington Pizzey,"Manitoba, Manitoba, Canada",https://manitobaflax.com/
imgs/1WpF-piKpBWnhnBEHsg3gE-uL8VwC9euz.png,2017,Camilla Ainsworth,"Blackburn, Blackburn, UK",https://mylkplus.com/
imgs/164B4RHA5Cu6-HueNRly1t7LLETSnqr9k.png,2005,Nick Barnard & Camilla Barnard,"London, London, UK",www.rudehealth.com
imgs/1q-SZRWoknCSOt5ebNZmq5g3ulaLGEdbD.png,1980,Vandemoortele Groep,"Wevelgem, Wevelgem, Belgium",https://www.alpro.com
imgs/1e1UP1qAsP2Ij8Rotmloc1CXoIeykUYJP.png,1919,Isaac Carasso,"Paris, Paris, France",https://www.danone.com/
imgs/1rm4eYD5S7k7Qi0v_dgvsmzlE3SftQd4I.png,2018,Cem Telvi,"Istanbul, Istanbul, Turkey",https://www.fomilk.com/en/
imgs/1AXacuXuAz5SWaRTse_1sd612U3-0Osma.png,1957,Bologna Consortium of Milk Producers (CBPL),"Bologna, Bologna, Italy",https://www.granarolo.com/
imgs/14ahtWI_ibUpnSjYm8f5zGToNwwJ_Gw0o.png,1999,"Richard Reed, Adam Balon, Jon Wright","London, London, UK",https://www.innocentdrinks.co.uk/
