DATAFLOW,SPECIFICATION: Specification,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_B1115(1.0),L01: Total population,A: Annual,1999,427350,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2000,433600,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2001,439000,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2002,444050,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2003,448300,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2004,455000,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2005,461200,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2006,469100,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2007,476200,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2008,483800,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2009,493500,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2010,502066,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2011,511840,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2012,524853,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2013,537039,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2014,549680,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2015,562958,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2016,576249,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2017,590667,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2018,602005,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2019,613894,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2020,626108,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2021,634730,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),L01: Total population,A: Annual,2022,645397,,,"L01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1961,273400,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1971,277350,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1981,268813,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1983,,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,l: Not available,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1984,,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,l: Not available,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1985,,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,l: Not available,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1986,,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,l: Not available,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1987,269050,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1988,269200,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1989,270050,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1990,270400,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1991,271350,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1992,272050,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1993,272500,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1994,273300,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1995,274100,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1996,274750,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1997,275450,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1998,276000,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,1999,276300,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,2000,276600,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
LU1:DF_B1115(1.0),SL01: Luxembourgers,A: Annual,2001,277000,,,"SL01: Break in series: as from 1961 Source: STATEC, as from 2017 Source: STATEC and CTIE. The law of 11 December 1986 on Luxembourg nationality granted on 1 January 1987, the Luxembourg nationality to 3 330 minor children born to a mother holding the Luxembourg nationality. The figures of the total population (luxembourgish and foreign) for the years 1992-2000 have been revised based on the results of the population census on 15 February 2001.",,,0: Zero
